,trace_id,event_id,resource,timestamp,resource
15670,Case1380,0,Value 9,2011-08-04 09:28:49+00:00,Value 9
15671,Case1380,1,Value 9,2011-08-04 09:41:58+00:00,Value 9
15672,Case1380,2,Value 9,2011-08-04 12:14:40+00:00,Value 9
15673,Case1380,3,Value 9,2011-08-19 06:38:04+00:00,Value 9
15674,Case1382,0,Value 9,2010-10-22 09:44:40+00:00,Value 9
15675,Case1382,1,Value 9,2010-10-25 12:07:52+00:00,Value 9
15676,Case1382,2,Value 9,2010-10-25 12:08:26+00:00,Value 9
15677,Case1388,3,Value 9,2013-03-06 08:43:02+00:00,Value 9
15678,Case1388,4,Value 9,2013-03-06 08:52:43+00:00,Value 9
15679,Case1390,2,Value 9,2011-05-16 11:59:19+00:00,Value 9
15680,Case1396,0,Value 9,2012-12-10 09:53:38+00:00,Value 9
15681,Case1396,1,Value 9,2012-12-11 11:32:17+00:00,Value 9
15682,Case1396,2,Value 9,2013-01-08 09:42:08+00:00,Value 9
15683,Case1404,2,Value 9,2011-02-10 14:41:46+00:00,Value 9
15684,Case1405,1,Value 9,2012-03-21 08:10:25+00:00,Value 9
15685,Case1405,2,Value 9,2012-03-26 05:32:37+00:00,Value 9
15686,Case1412,1,Value 9,2012-05-21 12:16:58+00:00,Value 9
15687,Case1412,2,Value 9,2012-05-21 12:18:19+00:00,Value 9
15688,Case1428,0,Value 9,2010-09-24 10:50:09+00:00,Value 9
15689,Case1429,1,Value 9,2011-10-10 05:59:58+00:00,Value 9
15690,Case1429,2,Value 9,2011-10-10 06:15:14+00:00,Value 9
15691,Case1429,3,Value 9,2011-10-10 10:20:39+00:00,Value 9
15692,Case1432,2,Value 9,2013-04-04 04:34:09+00:00,Value 9
15693,Case1436,2,Value 9,2011-04-28 04:23:13+00:00,Value 9
15694,Case1436,3,Value 9,2011-05-03 06:56:43+00:00,Value 9
15695,Case1436,4,Value 9,2011-05-03 07:22:43+00:00,Value 9
15696,Case1436,5,Value 9,2011-05-04 10:01:02+00:00,Value 9
15697,Case1436,6,Value 9,2011-05-04 10:03:40+00:00,Value 9
15698,Case1436,7,Value 9,2011-05-05 11:14:12+00:00,Value 9
15699,Case1436,8,Value 9,2011-05-05 11:15:42+00:00,Value 9
15700,Case1442,1,Value 9,2011-11-21 14:27:32+00:00,Value 9
15701,Case1442,2,Value 9,2011-11-21 14:27:33+00:00,Value 9
15702,Case1443,0,Value 9,2012-01-19 09:41:57+00:00,Value 9
15703,Case1443,1,Value 9,2012-01-19 09:42:05+00:00,Value 9
15704,Case1444,1,Value 9,2012-01-17 12:31:59+00:00,Value 9
15705,Case1444,2,Value 9,2012-01-17 12:49:02+00:00,Value 9
15706,Case1445,0,Value 9,2013-10-31 08:31:10+00:00,Value 9
15707,Case1448,1,Value 9,2012-03-28 12:35:40+00:00,Value 9
15708,Case1448,2,Value 9,2012-03-28 12:39:42+00:00,Value 9
15709,Case1448,3,Value 9,2012-03-30 11:07:19+00:00,Value 9
15710,Case1451,3,Value 9,2013-06-05 05:37:32+00:00,Value 9
15711,Case1451,4,Value 9,2013-06-05 05:38:32+00:00,Value 9
15712,Case1457,1,Value 9,2013-08-16 06:18:48+00:00,Value 9
15713,Case1457,2,Value 9,2013-08-19 11:08:45+00:00,Value 9
15714,Case1457,3,Value 9,2013-08-20 05:39:10+00:00,Value 9
15715,Case1458,1,Value 9,2011-09-21 12:56:08+00:00,Value 9
15716,Case1459,1,Value 9,2012-05-24 07:00:15+00:00,Value 9
15717,Case1459,2,Value 9,2012-05-24 08:20:17+00:00,Value 9
15718,Case1464,1,Value 9,2013-07-26 12:08:54+00:00,Value 9
15719,Case1464,2,Value 9,2013-07-30 10:13:04+00:00,Value 9
15720,Case1464,3,Value 9,2013-08-14 04:22:57+00:00,Value 9
15721,Case1465,1,Value 9,2013-04-26 07:08:16+00:00,Value 9
15722,Case1465,2,Value 9,2013-04-29 07:33:35+00:00,Value 9
15723,Case1465,3,Value 9,2013-04-30 07:09:02+00:00,Value 9
15724,Case1473,1,Value 9,2011-12-16 14:05:44+00:00,Value 9
15725,Case1473,2,Value 9,2011-12-16 14:05:44+00:00,Value 9
15726,Case1480,1,Value 9,2011-10-06 11:32:23+00:00,Value 9
15727,Case1481,1,Value 9,2011-10-06 04:57:15+00:00,Value 9
15728,Case1481,2,Value 9,2011-10-06 04:58:40+00:00,Value 9
15729,Case1483,1,Value 9,2012-05-23 05:06:15+00:00,Value 9
15730,Case1484,3,Value 9,2013-05-24 06:54:23+00:00,Value 9
15731,Case1491,0,Value 9,2010-07-29 11:00:20+00:00,Value 9
15732,Case1491,1,Value 9,2010-07-29 11:01:48+00:00,Value 9
15733,Case1491,2,Value 9,2010-07-29 11:02:18+00:00,Value 9
15734,Case1492,3,Value 9,2011-06-29 10:16:49+00:00,Value 9
15735,Case1492,4,Value 9,2011-07-04 07:16:10+00:00,Value 9
15736,Case1492,5,Value 9,2011-07-04 08:04:41+00:00,Value 9
15737,Case1492,6,Value 9,2011-07-04 08:05:25+00:00,Value 9
15738,Case1495,3,Value 9,2013-03-13 06:27:08+00:00,Value 9
15739,Case1495,4,Value 9,2013-03-13 07:12:26+00:00,Value 9
15740,Case1498,0,Value 9,2010-10-22 07:29:09+00:00,Value 9
15741,Case1498,1,Value 9,2010-10-25 07:15:00+00:00,Value 9
15742,Case1498,2,Value 9,2010-10-25 07:15:20+00:00,Value 9
15743,Case1500,1,Value 9,2012-09-10 12:35:07+00:00,Value 9
15744,Case1500,2,Value 9,2012-09-10 12:35:07+00:00,Value 9
15745,Case1501,1,Value 9,2013-04-04 04:44:00+00:00,Value 9
15746,Case1501,2,Value 9,2013-04-04 04:44:00+00:00,Value 9
15747,Case1502,4,Value 9,2011-06-08 05:17:26+00:00,Value 9
15748,Case1502,5,Value 9,2011-06-24 07:20:31+00:00,Value 9
15749,Case1502,6,Value 9,2011-06-24 07:22:03+00:00,Value 9
15750,Case1502,7,Value 9,2011-06-24 07:42:12+00:00,Value 9
15751,Case1502,8,Value 9,2011-06-24 12:27:11+00:00,Value 9
15752,Case1506,4,Value 9,2013-04-10 05:39:28+00:00,Value 9
15753,Case1506,5,Value 9,2013-04-10 05:39:29+00:00,Value 9
15754,Case1509,0,Value 9,2013-08-07 07:25:31+00:00,Value 9
15755,Case1516,3,Value 9,2011-06-29 10:51:54+00:00,Value 9
15756,Case1516,4,Value 9,2011-07-08 11:08:00+00:00,Value 9
15757,Case1516,5,Value 9,2011-07-25 04:08:25+00:00,Value 9
15758,Case1528,0,Value 9,2010-07-01 12:49:42+00:00,Value 9
15759,Case1528,1,Value 9,2010-07-01 13:00:22+00:00,Value 9
15760,Case1533,3,Value 9,2011-02-10 08:26:00+00:00,Value 9
15761,Case1537,0,Value 9,2012-04-20 07:16:12+00:00,Value 9
15762,Case1537,1,Value 9,2012-05-04 06:25:10+00:00,Value 9
15763,Case1537,2,Value 9,2012-05-04 06:51:57+00:00,Value 9
15764,Case1537,3,Value 9,2012-05-07 10:49:07+00:00,Value 9
15765,Case1540,2,Value 9,2011-06-29 04:49:41+00:00,Value 9
15766,Case1540,3,Value 9,2011-06-29 07:19:37+00:00,Value 9
15767,Case1540,4,Value 9,2011-07-05 05:20:48+00:00,Value 9
15768,Case1540,5,Value 9,2011-07-05 05:23:41+00:00,Value 9
15769,Case1544,0,Value 9,2011-12-07 06:51:54+00:00,Value 9
15770,Case1544,1,Value 9,2011-12-07 06:52:27+00:00,Value 9
15771,Case1546,0,Value 9,2011-08-03 09:12:01+00:00,Value 9
15772,Case1546,1,Value 9,2011-08-04 06:17:48+00:00,Value 9
15773,Case1546,2,Value 9,2011-08-04 07:16:53+00:00,Value 9
15774,Case1546,3,Value 9,2011-08-23 08:02:25+00:00,Value 9
15775,Case1553,2,Value 9,2013-03-28 06:48:51+00:00,Value 9
15776,Case1560,0,Value 9,2011-08-24 09:52:15+00:00,Value 9
15777,Case1563,1,Value 9,2012-01-03 07:00:45+00:00,Value 9
15778,Case1563,2,Value 9,2012-01-16 11:58:46+00:00,Value 9
15779,Case1569,0,Value 9,2012-04-03 10:09:37+00:00,Value 9
15780,Case1570,0,Value 9,2013-04-08 12:21:30+00:00,Value 9
15781,Case1570,1,Value 9,2013-04-08 12:22:07+00:00,Value 9
15782,Case1571,0,Value 9,2013-08-01 12:29:44+00:00,Value 9
15783,Case1571,1,Value 9,2013-08-02 05:34:38+00:00,Value 9
15784,Case1571,4,Value 9,2013-08-02 09:54:43+00:00,Value 9
15785,Case1572,0,Value 9,2010-07-26 11:00:22+00:00,Value 9
15786,Case1575,2,Value 9,2011-05-20 11:41:00+00:00,Value 9
15787,Case1575,3,Value 9,2011-05-27 11:22:22+00:00,Value 9
15788,Case1575,4,Value 9,2011-05-27 11:23:07+00:00,Value 9
15789,Case1575,5,Value 9,2011-06-06 04:07:42+00:00,Value 9
15790,Case1576,1,Value 9,2010-07-27 07:19:39+00:00,Value 9
15791,Case1576,2,Value 9,2010-07-27 07:19:47+00:00,Value 9
15792,Case1577,2,Value 9,2013-04-26 05:08:24+00:00,Value 9
15793,Case1581,0,Value 9,2010-09-30 12:19:26+00:00,Value 9
15794,Case1582,0,Value 9,2010-09-24 07:33:04+00:00,Value 9
15795,Case1590,1,Value 9,2011-02-04 14:36:54+00:00,Value 9
15796,Case1590,2,Value 9,2011-02-07 13:01:39+00:00,Value 9
15797,Case1598,2,Value 9,2012-01-26 12:29:11+00:00,Value 9
15798,Case1598,3,Value 9,2012-01-26 12:29:12+00:00,Value 9
15799,Case1606,0,Value 9,2011-07-21 06:50:37+00:00,Value 9
15800,Case1606,1,Value 9,2011-07-21 06:50:49+00:00,Value 9
15801,Case1606,2,Value 9,2011-07-21 06:57:29+00:00,Value 9
15802,Case1606,3,Value 9,2011-07-29 09:41:19+00:00,Value 9
15803,Case1606,4,Value 9,2011-08-04 04:38:50+00:00,Value 9
15804,Case1606,5,Value 9,2011-08-04 05:19:41+00:00,Value 9
15805,Case1606,6,Value 9,2011-08-11 07:25:52+00:00,Value 9
15806,Case1617,0,Value 9,2010-07-29 04:05:23+00:00,Value 9
15807,Case1620,0,Value 9,2012-01-26 09:12:08+00:00,Value 9
15808,Case1627,0,Value 9,2011-11-07 07:21:13+00:00,Value 9
15809,Case1627,1,Value 9,2011-11-07 07:21:26+00:00,Value 9
15810,Case1627,2,Value 9,2011-11-07 08:16:59+00:00,Value 9
15811,Case1633,3,Value 9,2011-01-25 09:12:27+00:00,Value 9
15812,Case1641,4,Value 9,2011-01-25 06:34:05+00:00,Value 9
15813,Case1641,5,Value 9,2011-01-26 07:06:15+00:00,Value 9
15814,Case1641,6,Value 9,2011-01-26 07:06:29+00:00,Value 9
15815,Case1642,1,Value 9,2012-03-26 04:27:50+00:00,Value 9
15816,Case1642,2,Value 9,2012-03-26 04:57:24+00:00,Value 9
15817,Case1642,3,Value 9,2012-03-30 10:59:03+00:00,Value 9
15818,Case1643,0,Value 9,2011-08-19 04:17:30+00:00,Value 9
15819,Case1643,1,Value 9,2011-08-19 04:31:26+00:00,Value 9
15820,Case1643,2,Value 9,2011-08-26 11:37:31+00:00,Value 9
15821,Case1650,0,Value 9,2013-03-08 15:21:08+00:00,Value 9
15822,Case1674,1,Value 9,2013-09-06 11:51:22+00:00,Value 9
15823,Case1674,2,Value 9,2013-09-10 04:11:01+00:00,Value 9
15824,Case1674,3,Value 9,2013-09-10 05:17:03+00:00,Value 9
15825,Case1675,1,Value 9,2013-10-01 07:37:09+00:00,Value 9
15826,Case1675,2,Value 9,2013-10-16 06:49:47+00:00,Value 9
15827,Case1681,3,Value 9,2013-03-22 09:11:53+00:00,Value 9
15828,Case1684,0,Value 9,2010-07-27 10:54:13+00:00,Value 9
15829,Case1684,2,Value 9,2010-07-29 10:37:22+00:00,Value 9
15830,Case1684,3,Value 9,2010-07-29 10:37:30+00:00,Value 9
15831,Case1684,4,Value 9,2010-07-29 10:39:16+00:00,Value 9
15832,Case1684,5,Value 9,2010-07-29 10:50:31+00:00,Value 9
15833,Case1684,6,Value 9,2010-07-29 11:42:31+00:00,Value 9
15834,Case1684,7,Value 9,2010-07-29 11:42:54+00:00,Value 9
15835,Case1685,0,Value 9,2011-07-20 07:45:57+00:00,Value 9
15836,Case1685,1,Value 9,2011-07-20 10:07:54+00:00,Value 9
15837,Case1685,2,Value 9,2011-07-20 10:08:22+00:00,Value 9
15838,Case1685,3,Value 9,2011-08-26 11:21:54+00:00,Value 9
15839,Case1688,2,Value 9,2011-02-17 09:40:11+00:00,Value 9
15840,Case1688,3,Value 9,2011-02-18 06:06:56+00:00,Value 9
15841,Case1688,4,Value 9,2011-02-21 11:57:56+00:00,Value 9
15842,Case1688,5,Value 9,2011-03-18 06:11:30+00:00,Value 9
15843,Case1688,6,Value 9,2011-03-18 06:12:29+00:00,Value 9
15844,Case1691,2,Value 9,2013-06-28 04:20:16+00:00,Value 9
15845,Case1691,3,Value 9,2013-07-01 04:02:22+00:00,Value 9
15846,Case1691,4,Value 9,2013-07-26 05:16:20+00:00,Value 9
15847,Case1693,3,Value 9,2011-05-31 12:44:31+00:00,Value 9
15848,Case1693,4,Value 9,2011-06-30 06:03:43+00:00,Value 9
15849,Case1693,5,Value 9,2011-06-30 06:04:37+00:00,Value 9
15850,Case1694,0,Value 9,2010-09-09 09:18:13+00:00,Value 9
15851,Case1695,0,Value 9,2010-09-16 11:51:37+00:00,Value 9
15852,Case1697,1,Value 9,2013-09-27 04:16:50+00:00,Value 9
15853,Case1697,2,Value 9,2013-09-27 04:43:34+00:00,Value 9
15854,Case1697,3,Value 9,2013-10-15 07:05:11+00:00,Value 9
15855,Case1702,1,Value 9,2011-11-16 14:08:59+00:00,Value 9
15856,Case1702,2,Value 9,2011-11-21 07:07:29+00:00,Value 9
15857,Case1702,3,Value 9,2011-12-02 11:30:57+00:00,Value 9
15858,Case1706,0,Value 9,2010-11-12 12:59:26+00:00,Value 9
15859,Case1706,1,Value 9,2010-11-12 13:58:47+00:00,Value 9
15860,Case1709,1,Value 9,2013-07-02 07:20:15+00:00,Value 9
15861,Case1709,2,Value 9,2013-07-03 04:44:13+00:00,Value 9
15862,Case1709,3,Value 9,2013-07-26 05:17:59+00:00,Value 9
15863,Case1711,1,Value 9,2013-10-09 05:34:35+00:00,Value 9
15864,Case1711,2,Value 9,2013-10-10 12:05:44+00:00,Value 9
15865,Case1711,3,Value 9,2013-10-24 04:50:14+00:00,Value 9
15866,Case1726,1,Value 9,2011-11-22 09:48:29+00:00,Value 9
15867,Case1726,2,Value 9,2011-11-22 12:41:52+00:00,Value 9
15868,Case1726,3,Value 9,2011-11-23 07:43:53+00:00,Value 9
15869,Case1727,2,Value 9,2011-03-09 07:17:20+00:00,Value 9
15870,Case1729,0,Value 9,2011-07-11 04:20:27+00:00,Value 9
15871,Case1730,2,Value 9,2013-04-12 04:35:40+00:00,Value 9
15872,Case1730,3,Value 9,2013-04-30 07:37:54+00:00,Value 9
15873,Case1738,0,Value 9,2011-08-19 05:34:56+00:00,Value 9
15874,Case1738,1,Value 9,2011-08-22 05:43:24+00:00,Value 9
15875,Case1741,1,Value 9,2012-06-14 09:10:24+00:00,Value 9
15876,Case1741,2,Value 9,2012-06-14 10:41:39+00:00,Value 9
15877,Case1748,0,Value 9,2011-07-20 12:47:58+00:00,Value 9
15878,Case1748,1,Value 9,2011-07-20 12:48:18+00:00,Value 9
15879,Case1748,2,Value 9,2011-07-26 09:08:25+00:00,Value 9
15880,Case1749,1,Value 9,2010-09-20 10:05:18+00:00,Value 9
15881,Case1749,2,Value 9,2010-09-20 10:05:54+00:00,Value 9
15882,Case1754,1,Value 9,2013-02-07 07:04:51+00:00,Value 9
15883,Case1754,2,Value 9,2013-02-07 07:05:03+00:00,Value 9
15884,Case1754,3,Value 9,2013-02-26 12:02:02+00:00,Value 9
15885,Case1756,0,Value 9,2011-07-21 04:46:37+00:00,Value 9
15886,Case1761,0,Value 9,2013-03-26 09:29:29+00:00,Value 9
15887,Case1765,0,Value 9,2010-12-14 14:30:55+00:00,Value 9
15888,Case1786,0,Value 9,2010-09-30 04:12:05+00:00,Value 9
15889,Case1787,4,Value 9,2012-08-23 11:30:26+00:00,Value 9
15890,Case1787,5,Value 9,2012-08-23 11:30:29+00:00,Value 9
15891,Case1793,0,Value 9,2011-07-26 05:52:23+00:00,Value 9
15892,Case1794,0,Value 9,2010-08-05 08:23:48+00:00,Value 9
15893,Case1802,2,Value 9,2012-02-27 14:27:15+00:00,Value 9
15894,Case1804,2,Value 9,2011-04-20 12:08:23+00:00,Value 9
15895,Case1808,1,Value 9,2012-06-01 04:31:47+00:00,Value 9
15896,Case1808,2,Value 9,2012-06-01 07:23:06+00:00,Value 9
15897,Case1816,2,Value 9,2011-06-28 07:12:42+00:00,Value 9
15898,Case1816,3,Value 9,2011-06-28 07:26:45+00:00,Value 9
15899,Case1816,4,Value 9,2011-06-28 10:55:36+00:00,Value 9
15900,Case1816,5,Value 9,2011-06-28 10:56:03+00:00,Value 9
15901,Case1816,7,Value 9,2011-07-01 11:54:47+00:00,Value 9
15902,Case1818,1,Value 9,2011-10-19 05:41:09+00:00,Value 9
15903,Case1818,2,Value 9,2011-10-20 04:42:40+00:00,Value 9
15904,Case1823,1,Value 9,2013-09-10 05:50:37+00:00,Value 9
15905,Case1823,2,Value 9,2013-09-12 04:44:38+00:00,Value 9
15906,Case1823,3,Value 9,2013-09-12 09:47:35+00:00,Value 9
15907,Case1829,1,Value 9,2012-06-04 07:55:46+00:00,Value 9
15908,Case1829,2,Value 9,2012-06-04 11:40:41+00:00,Value 9
15909,Case1836,1,Value 9,2011-12-16 13:30:54+00:00,Value 9
15910,Case1836,2,Value 9,2011-12-19 12:09:13+00:00,Value 9
15911,Case1842,0,Value 9,2012-02-15 09:25:07+00:00,Value 9
15912,Case1846,2,Value 9,2011-03-09 07:55:12+00:00,Value 9
15913,Case1846,3,Value 9,2011-03-11 09:42:54+00:00,Value 9
15914,Case1846,4,Value 9,2011-03-11 09:43:06+00:00,Value 9
15915,Case1849,2,Value 9,2010-09-09 07:27:49+00:00,Value 9
15916,Case1864,0,Value 9,2010-10-01 09:38:26+00:00,Value 9
15917,Case1871,0,Value 9,2012-05-07 12:01:23+00:00,Value 9
15918,Case1871,1,Value 9,2012-05-07 12:16:30+00:00,Value 9
15919,Case1871,2,Value 9,2012-05-10 10:52:34+00:00,Value 9
15920,Case1874,2,Value 9,2013-06-05 07:18:56+00:00,Value 9
15921,Case1874,3,Value 9,2013-06-06 11:03:23+00:00,Value 9
15922,Case1874,4,Value 9,2013-06-12 11:48:58+00:00,Value 9
15923,Case1876,2,Value 9,2012-03-19 12:15:08+00:00,Value 9
15924,Case1876,3,Value 9,2012-03-19 12:15:08+00:00,Value 9
15925,Case1881,0,Value 9,2010-07-08 04:59:13+00:00,Value 9
15926,Case1892,0,Value 9,2013-08-07 07:27:24+00:00,Value 9
15927,Case1896,2,Value 9,2011-02-11 06:23:15+00:00,Value 9
15928,Case1899,0,Value 9,2010-10-01 11:10:03+00:00,Value 9
15929,Case1908,0,Value 9,2012-04-20 05:41:51+00:00,Value 9
15930,Case1908,1,Value 9,2012-04-20 05:42:11+00:00,Value 9
15931,Case1908,2,Value 9,2012-04-20 06:50:22+00:00,Value 9
15932,Case1908,3,Value 9,2012-05-09 04:22:26+00:00,Value 9
15933,Case1915,2,Value 9,2013-04-26 06:26:01+00:00,Value 9
15934,Case1921,1,Value 9,2011-10-06 05:06:00+00:00,Value 9
15935,Case1921,2,Value 9,2011-10-06 06:11:40+00:00,Value 9
15936,Case1923,0,Value 9,2010-07-08 05:44:15+00:00,Value 9
15937,Case1928,0,Value 9,2010-08-30 07:51:01+00:00,Value 9
15938,Case1935,2,Value 9,2011-02-11 12:13:27+00:00,Value 9
15939,Case1935,3,Value 9,2011-02-11 12:33:26+00:00,Value 9
15940,Case1935,4,Value 9,2011-02-11 12:33:41+00:00,Value 9
15941,Case1935,5,Value 9,2011-02-14 06:36:09+00:00,Value 9
15942,Case1935,6,Value 9,2011-02-14 06:36:19+00:00,Value 9
15943,Case1936,2,Value 9,2011-06-29 04:12:01+00:00,Value 9
15944,Case1936,3,Value 9,2011-06-29 04:49:29+00:00,Value 9
15945,Case1936,4,Value 9,2011-07-05 06:47:04+00:00,Value 9
15946,Case1936,5,Value 9,2011-07-05 06:47:25+00:00,Value 9
15947,Case1943,1,Value 9,2011-04-13 05:14:27+00:00,Value 9
15948,Case1948,3,Value 9,2011-01-27 13:10:17+00:00,Value 9
15949,Case1948,4,Value 9,2011-02-04 06:21:30+00:00,Value 9
15950,Case1948,5,Value 9,2011-02-04 06:21:46+00:00,Value 9
15951,Case1951,0,Value 9,2011-04-27 05:10:37+00:00,Value 9
15952,Case1951,1,Value 9,2011-04-27 05:10:47+00:00,Value 9
15953,Case1951,2,Value 9,2011-04-27 05:13:58+00:00,Value 9
15954,Case1952,1,Value 9,2011-11-18 12:47:49+00:00,Value 9
15955,Case1952,2,Value 9,2011-11-21 12:28:57+00:00,Value 9
15956,Case1955,1,Value 9,2012-05-14 10:05:59+00:00,Value 9
15957,Case1955,2,Value 9,2012-05-15 12:03:23+00:00,Value 9
15958,Case1956,0,Value 9,2011-08-23 12:25:49+00:00,Value 9
15959,Case1963,0,Value 9,2012-02-07 08:39:35+00:00,Value 9
15960,Case1963,1,Value 9,2012-02-07 08:39:44+00:00,Value 9
15961,Case1963,2,Value 9,2012-02-08 07:04:05+00:00,Value 9
15962,Case1983,1,Value 9,2011-11-04 07:13:50+00:00,Value 9
15963,Case1983,2,Value 9,2011-11-18 06:52:26+00:00,Value 9
15964,Case1984,1,Value 9,2011-12-16 09:33:29+00:00,Value 9
15965,Case1986,1,Value 9,2011-02-15 09:59:24+00:00,Value 9
15966,Case1989,0,Value 9,2010-09-09 12:31:44+00:00,Value 9
15967,Case1993,1,Value 9,2012-03-19 12:09:45+00:00,Value 9
15968,Case1993,2,Value 9,2012-03-21 09:25:01+00:00,Value 9
15969,Case2002,0,Value 9,2012-05-14 06:34:55+00:00,Value 9
15970,Case2002,1,Value 9,2012-05-14 06:35:26+00:00,Value 9
15971,Case2010,1,Value 9,2011-07-05 05:00:55+00:00,Value 9
15972,Case2010,2,Value 9,2011-07-05 05:04:29+00:00,Value 9
15973,Case2010,3,Value 9,2011-07-06 04:54:00+00:00,Value 9
15974,Case2010,4,Value 9,2011-07-06 05:04:08+00:00,Value 9
15975,Case2010,5,Value 9,2011-07-07 11:56:55+00:00,Value 9
15976,Case2010,6,Value 9,2011-07-07 11:57:05+00:00,Value 9
15977,Case2010,7,Value 9,2011-07-07 11:57:30+00:00,Value 9
15978,Case2010,8,Value 9,2011-07-07 12:14:53+00:00,Value 9
15979,Case2010,9,Value 9,2011-07-22 11:09:54+00:00,Value 9
15980,Case2014,1,Value 9,2012-06-18 07:44:34+00:00,Value 9
15981,Case2014,2,Value 9,2012-06-20 09:44:40+00:00,Value 9
15982,Case2014,3,Value 9,2012-06-29 07:27:33+00:00,Value 9
15983,Case2023,1,Value 9,2012-01-20 15:01:24+00:00,Value 9
15984,Case2023,2,Value 9,2012-01-20 15:01:24+00:00,Value 9
15985,Case2024,1,Value 9,2012-06-20 12:13:31+00:00,Value 9
15986,Case2024,2,Value 9,2012-06-26 05:44:00+00:00,Value 9
15987,Case2024,3,Value 9,2012-06-29 09:50:36+00:00,Value 9
15988,Case2027,1,Value 9,2012-01-27 08:14:35+00:00,Value 9
15989,Case2027,2,Value 9,2012-02-06 12:00:19+00:00,Value 9
15990,Case2027,3,Value 9,2012-02-14 09:20:11+00:00,Value 9
15991,Case2035,1,Value 9,2013-04-17 05:36:08+00:00,Value 9
15992,Case2035,2,Value 9,2013-04-17 05:36:31+00:00,Value 9
15993,Case2035,3,Value 9,2013-04-17 05:36:49+00:00,Value 9
15994,Case2035,4,Value 9,2013-05-07 10:34:15+00:00,Value 9
15995,Case2040,0,Value 9,2011-08-19 05:57:19+00:00,Value 9
15996,Case2040,1,Value 9,2011-08-25 07:09:50+00:00,Value 9
15997,Case2040,2,Value 9,2011-08-25 12:45:23+00:00,Value 9
15998,Case2048,1,Value 9,2011-02-04 06:57:07+00:00,Value 9
15999,Case2048,2,Value 9,2011-02-07 11:33:56+00:00,Value 9
16000,Case2048,3,Value 9,2011-02-23 08:34:24+00:00,Value 9
16001,Case2048,4,Value 9,2011-02-23 12:03:40+00:00,Value 9
16002,Case2052,1,Value 9,2011-10-13 05:20:59+00:00,Value 9
16003,Case2052,2,Value 9,2011-10-13 06:17:05+00:00,Value 9
16004,Case2056,0,Value 9,2011-07-07 12:57:27+00:00,Value 9
16005,Case2059,0,Value 9,2013-04-08 12:26:25+00:00,Value 9
16006,Case2059,1,Value 9,2013-04-22 09:19:50+00:00,Value 9
16007,Case2059,3,Value 9,2013-05-16 04:19:29+00:00,Value 9
16008,Case2067,0,Value 9,2010-08-04 09:48:06+00:00,Value 9
16009,Case2067,1,Value 9,2010-08-04 10:32:15+00:00,Value 9
16010,Case2067,2,Value 9,2010-08-04 12:15:46+00:00,Value 9
16011,Case2067,3,Value 9,2010-08-30 10:39:35+00:00,Value 9
16012,Case2067,4,Value 9,2010-08-30 10:40:01+00:00,Value 9
16013,Case2086,0,Value 9,2010-09-09 13:07:02+00:00,Value 9
16014,Case2087,1,Value 9,2012-01-03 06:59:16+00:00,Value 9
16015,Case2087,2,Value 9,2012-01-04 07:11:50+00:00,Value 9
16016,Case2087,3,Value 9,2012-01-04 09:15:52+00:00,Value 9
16017,Case2087,4,Value 9,2012-01-13 08:13:12+00:00,Value 9
16018,Case2087,5,Value 9,2012-01-16 12:49:26+00:00,Value 9
16019,Case2091,0,Value 9,2011-07-18 06:45:19+00:00,Value 9
16020,Case2097,0,Value 9,2012-08-31 07:38:20+00:00,Value 9
16021,Case2097,1,Value 9,2012-08-31 07:40:05+00:00,Value 9
16022,Case2097,2,Value 9,2012-09-21 07:36:12+00:00,Value 9
16023,Case2102,0,Value 9,2010-09-29 09:37:40+00:00,Value 9
16024,Case2107,0,Value 9,2010-09-17 09:34:12+00:00,Value 9
16025,Case2108,2,Value 9,2012-11-02 07:31:41+00:00,Value 9
16026,Case2111,1,Value 9,2011-10-18 04:29:17+00:00,Value 9
16027,Case2143,0,Value 9,2013-08-09 12:11:43+00:00,Value 9
16028,Case2145,0,Value 9,2011-01-26 09:07:06+00:00,Value 9
16029,Case2145,1,Value 9,2011-01-26 09:07:29+00:00,Value 9
16030,Case2145,2,Value 9,2011-01-28 06:39:57+00:00,Value 9
16031,Case2145,3,Value 9,2011-02-04 07:38:15+00:00,Value 9
16032,Case2145,4,Value 9,2011-02-10 07:10:39+00:00,Value 9
16033,Case2145,5,Value 9,2011-02-14 06:20:53+00:00,Value 9
16034,Case2145,6,Value 9,2011-02-14 06:21:52+00:00,Value 9
16035,Case2146,2,Value 9,2011-06-07 04:59:04+00:00,Value 9
16036,Case2154,1,Value 9,2011-09-26 05:02:43+00:00,Value 9
16037,Case2154,2,Value 9,2011-09-26 05:02:43+00:00,Value 9
16038,Case2155,0,Value 9,2010-09-17 10:09:36+00:00,Value 9
16039,Case2162,0,Value 9,2011-04-18 04:20:44+00:00,Value 9
16040,Case2168,1,Value 9,2013-04-26 05:04:34+00:00,Value 9
16041,Case2168,2,Value 9,2013-04-29 07:49:07+00:00,Value 9
16042,Case2168,3,Value 9,2013-04-30 07:36:00+00:00,Value 9
16043,Case2168,4,Value 9,2013-04-30 07:36:32+00:00,Value 9
16044,Case2170,1,Value 9,2012-01-03 06:59:46+00:00,Value 9
16045,Case2170,2,Value 9,2012-01-05 12:41:40+00:00,Value 9
16046,Case2170,3,Value 9,2012-01-09 09:15:45+00:00,Value 9
